ID	Name	SMILES	Origin	Source	InChiKey	recognized_monomers	nerpa2_supported_monomers	Cluster
BGC0003023.4	Glidonin E	[H]C(S(C)=O)C[C@@H](NC([H])=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	MIBiG4.0	OIFBLZORKQZJEN-QRSSBAPTSA-N	13	11	644
BGC0003023.5	Glidonin F	[H]C(SC)C[C@@H](NC(CCCCCCCCC)=O)C(N[C@@H](C(N1[C@H](C(N[C@H](C(N[C@H](CC2=CC=CC=C2)C(N3CCC[C@H]3C(N[C@@H](CC4=CNC5=C4C=CC=C5)C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N[C@H](C(NCCCCN)=O)C)=O)CO)=O)C)=O)C)=O)C(C)C)=O)=O)=O)=O)C(C)C)=O)CCC1)=O)CC(N)=O)=O	Caldimonas brevitalea DSM 7029	MIBiG4.0	MEDHGZYHSOVJPK-ZYTIMJCWSA-N	13	11	2898
BGC0003025.0	symbiosin	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H](CCC(N)=O)C(=O)N[C@@H]1C(=O)NCCC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CO)C(=O)N[C@H](CC2=CC=C(O)C=C2)C(=O)O[C@@H]1C	Mycoavidus sp. SF9855	MIBiG4.0	KIQPSVZZKZKDKA-NNQFIZSFSA-N	6	6	5504
BGC0003047.0	Beauvericin	CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C	Fusarium fujikuroi isolate IMI58289	MIBiG4.0	GYSCAQFHASJXRS-FFCOJMSVSA-N	6	6	908
BGC0003048.0	tistrellabactin A	N[C@H](CCC(N)=O)C(N[C@@H]1C(N[C@H](CCCN(O)N=O)C(N[C@@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H](CCCN(O)C(CC(O)C)=O)C(OC1)=O)=O)CC(N)=O)=O)[C@H](O)C(O)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O	Tistrella mobilis KA081020-065	MIBiG4.0	LJYULQIWJPAIKU-JQNPERAWSA-N	8	7	5836
BGC0003048.1	tistrellabactin B	N[C@H](CCC(N)=O)C(N[C@@H]1C(N[C@H](CCCN(O)N=O)C(N[C@@H](C(N[C@@H](C(N[C@H](C(N[C@@H](C(N[C@@H](CCCN(O)C(CC(O)C)=O)C(OC1)=O)=O)CC(O)=O)=O)[C@H](O)C(O)=O)=O)CCC(N)=O)=O)CCC(N)=O)=O)=O)=O	Tistrella mobilis KA081020-065	MIBiG4.0	WTSFHXAULKCAHE-JQNPERAWSA-N	8	7	96
BGC0003051.0	wollamide A	O=C([C@H](CC(C)C)NC([C@H](CC1=CNC2=C1C=CC=C2)NC3=O)=O)N[C@H](CC(C)C)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC(N)=O)C(N[C@@H]3CCCN)=O)=O)=O	Streptomyces sp. MST-110588	MIBiG4.0	JWGCPEABTDQERH-WDUIKKCMSA-N	6	6	6078
BGC0003051.1	wollamide B	O=C([C@H](CC(C)C)NC([C@H](CC1=CNC2=C1C=CC=C2)NC3=O)=O)N[C@H](CC(C)C)C(N[C@@H](C(C)C)C(N[C@@H](CC(N)=O)C(N[C@@H]3CCCN)=O)=O)=O	Streptomyces sp. MST-110588	MIBiG4.0	OXJJMHSZSDGXNW-SCJLKASNSA-N	6	6	7182
BGC0003051.2	desotamide A	O=C([C@H](CC(C)C)NC([C@H](CC1=CNC2=C1C=CC=C2)NC3=O)=O)N[C@H](CC(C)C)C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CC(N)=O)C(NC3)=O)=O)=O	Streptomyces sp. MST-110588	MIBiG4.0	LJGXNPVJAKBNOK-VLNMWPODSA-N	6	6	784
BGC0003053.0	Malpibaldin A	CC(C)C[C@H]1NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(C)C	Mortierella alpina ATCC 32222	MIBiG4.0	GZKGGHUTCBGDES-LXSUACKSSA-N	5	5	3247
BGC0003053.1	Malpibaldin B	CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC2=C[NH]C3=CC=CC=C23)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC1=O	Mortierella alpina ATCC 32222	MIBiG4.0	QEHZCKJTAZEKKB-JYJZCUDQSA-N	5	5	6744
BGC0003053.2	Malpibaldin C	CC(C)C[C@H]1NC(=O)[C@@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(C)C	Mortierella alpina ATCC 32222	MIBiG4.0	SPKWQCGASZGOID-LXSUACKSSA-N	5	5	3011
BGC0003058.0	Malpicyclin A	CC(C[C@@H]1NC([C@H](NC([C@H](NC([C@@H](NC([C@H](NC1=O)CC(C)C)=O)CC2=CC=C(O)C=C2)=O)CCC/N=C(N)\N)=O)C(C)C)=O)C	Mortierella  alpina ATCC 32222	MIBiG4.0	JKGLILYBNUKSGI-PUHDZGQXSA-N	5	5	4116
BGC0003058.1	Malpicyclin B	CC(C[C@@H]1NC([C@H](NC([C@H](NC([C@@H](NC([C@H](NC1=O)[C@@H](C)CC)=O)CC2=CC=C(O)C=C2)=O)CCC/N=C(N)\N)=O)C(C)C)=O)C	Mortierella  alpina ATCC 32222	MIBiG4.0	SOOXNNCNHJEQMQ-ICQYFBQLSA-N	5	5	2800
BGC0003058.2	Malpicyclin C	CC(C[C@@H]1NC([C@H](NC([C@H](NC([C@@H](NC([C@H](NC1=O)CC(C)C)=O)CC2=CC=CC=C2)=O)CCC/N=C(N)\N)=O)C(C)C)=O)C	Mortierella  alpina ATCC 32222	MIBiG4.0	SSLDHPSBGUWDPD-PUHDZGQXSA-N	5	5	2742
BGC0003058.3	Malpicyclin D	CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](C(C)C)NC1=O	Mortierella  alpina ATCC 32222	MIBiG4.0	VSHXPSPEQXFTHU-ZLOLNMDISA-N	5	5	3646
BGC0003058.4	Malpicyclin E	CC(CC1NC(C(NC(C(NC(C(NC(C(NC1=O)CC(C)C)=O)CC2=CNC3=CC=CC=C32)=O)CCC/N=C(N)\N)=O)C(C)C)=O)C	Mortierella  alpina ATCC 32222	MIBiG4.0	UALNMDHOGJYMND-UHFFFAOYSA-N	5	5	5477
BGC0003058.5	Malpicyclin F	CC(C[C@@H]1NC([C@H](NC([C@H](NC([C@@H](NC([C@H](NC1=O)C(C)C)=O)CC2=CC=C(O)C=C2)=O)CCC/N=C(N)\N)=O)C(C)C)=O)C	Mortierella  alpina ATCC 32222	MIBiG4.0	DOAPOAHOZVKNLQ-ZLOLNMDISA-N	5	5	4097
BGC0003069.0	Pseudobulbiferamide A	OC([C@@H](NC(N/C(C(NCC(N[C@H](C(N1[C@H](C2=NC(C(N[C@@H](CCC(N)=O)C(O)=O)=O)=CS2)CCC1)=O)CCCNC(N)=N)=O)=O)=C\C)=O)CC3=CC=CC=C3)=O	Microbulbifer sp. MKSA007	MIBiG4.0	FHZNFZPPFQDZAE-MKPBVODGSA-N	7	7	7109
BGC0003069.1	Pseudobulbiferamide B	OC([C@@H](NC(N/C(C(NCC(N[C@H](C(N1[C@H](C2=NC(C(O)=O)=CS2)CCC1)=O)CCCNC(N)=N)=O)=O)=C\C)=O)CC3=CC=CC=C3)=O	Microbulbifer sp. MKSA007	MIBiG4.0	DKPLZVZSTCYFNW-QTJXMBFXSA-N	6	6	2879
BGC0003069.2	Pseudobulbiferamide C	OC([C@@H](NC(N/C(C(N[C@@H](C)C(N[C@H](C(N1[C@H](C2=NC(C(N[C@@H](CCC(N)=O)C(O)=O)=O)=CS2)CCC1)=O)CCCNC(N)=N)=O)=O)=C\C)=O)CC3=CC=CC=C3)=O	Microbulbifer sp. MKSA007	MIBiG4.0	UONYSWJBINPXCB-GGWFBYQXSA-N	7	7	6174
BGC0003069.3	Pseudobulbiferamide D	OC([C@@H](NC(N/C(C(N[C@@H](C)C(N[C@H](C(N1[C@H](C2=NC(C(O)=O)=CS2)CCC1)=O)CCCNC(N)=N)=O)=O)=C\C)=O)CC3=CC=CC=C3)=O	Microbulbifer sp. MKSA007	MIBiG4.0	QNZXZYKJUGCPCI-TUKYLVEUSA-N	6	6	4932
BGC0003072.0	Fusahexin	CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CC[C@H]3O[C@H](C)[C@@H](NC1=O)C(=O)N32	Fusarium graminearum PH-1	MIBiG4.0	KALBWDFILFPIEW-MGESPVMDSA-N	6	6	5935
BGC0003084.1	Tetratryptomycin B	[H][C@]1(N(C([C@H](CC2=CNC3=CC=CC=C23)NC4=O)=O)[C@H]4C5)NC6=CC=CC=C6[C@]15N7C8=CC=CC=C8C(C[C@H]9C(N[C@@H](CC%10=CNC%11=CC=CC=C%11%10)C(N9)=O)=O)=C7	Saccharopolyspora  antimicrobica DSM 45119	MIBiG4.0	BTDXYFLZUSJABL-ZCAYJAGGSA-N	3	3	1274
BGC0003111.0	Thiamyxin A	O=C(N([C@@H](C(C)C)C1=NC(C2=O)=CS1)C)[C@H](COC)NC(C(NC([C@@](CS3)(C)N=C3C4=CSC([C@@](CS5)(C)N=C5[C@@H](NC([C@@H](C)NC(/C(CO2)=C\C(C)C)=O)=O)[C@H](CC)C)=N4)=O)=C)=O	unclassified genus Myxococcaceae MCy9487	MIBiG4.0	YRDRGFIMQLUSGJ-XYPGLZPHSA-N	8	8	252
BGC0003111.1	Thiamyxin B	O=C(N([C@@H](C(C)C)C1=NC(C2=O)=CS1)C)[C@H](COC)NC(C(NC([C@@](CS3)(C)N=C3C4=CSC([C@@](CS5)(C)N=C5[C@H](NC([C@@H](C)NC(/C(CO2)=C\C(C)C)=O)=O)[C@H](CC)C)=N4)=O)=C)=O	unclassified genus Myxococcaceae MCy9487	MIBiG4.0	YRDRGFIMQLUSGJ-MZVQRIIUSA-N	8	8	1489
BGC0003111.2	Thiamyxin C	CN([C@@H](C(C)C)C1=NC(C(O)=O)=CS1)C([C@H](COC)NC(C(NC([C@@](CS2)(C)N=C2C3=CSC([C@@](CS4)(C)N=C4[C@H](NC([C@@H](C)NC(/C(CO)=C\C(C)C)=O)=O)[C@@H](C)CC)=N3)=O)=C)=O)=O	unclassified genus Myxococcaceae MCy9487	MIBiG4.0	GIGOFIDXOZGJAL-MZVQRIIUSA-N	8	8	1046
BGC0003111.3	Thiamyxin D	O=C(N([C@@H](C(C)C)C1=NC(C(OCC(O)CO)=O)=CS1)C)[C@H](COC)NC(C(NC([C@@](CS2)(C)N=C2C3=CSC([C@@](CS4)(C)N=C4[C@H](NC([C@@H](C)NC(/C(CO)=C\C(C)C)=O)=O)[C@@H](C)CC)=N3)=O)=C)=O	unclassified genus Myxococcaceae MCy9487	MIBiG4.0	BPADHDGKKYZLNX-FAIBWIHUSA-N	8	8	3101
BGC0003130.0	Desferriferrichrome	CC(N(CCCC1NC(CNC(CNC(CNC(C(NC(C(NC1=O)CCCN(C(C)=O)O)=O)CCCN(C(C)=O)O)=O)=O)=O)=O)O)=O	Arthrobotrys oligospora ATCC 24927	MIBiG4.0	ZFDAUYPBCXMSBF-UHFFFAOYSA-N	6	6	3514
BGC0003141.0	Albopeptide	C=C(NC(=O)[C@@H](N)C(C)C)C(=O)N/C(=C/C)C(=O)O	Streptomyces albofaciens JCM 4342	MIBiG4.0	MTRDWQUQBIRICA-QRJSTWQJSA-N	3	3	7167
BGC0003148.0	Malformin C	CC(C[C@@H](C(N[C@@H]1CC(C)C)=O)NC([C@H](NC([C@@H](N2)CSSC[C@H](NC1=O)C2=O)=O)C(C)C)=O)C	Asperguillus brasiliensis 	MIBiG4.0	TZODYIWCRGWHQB-RSJGLCBASA-N	5	5	339
BGC0003148.1	Malformin A2	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)NC2=O)C(C)C	Asperguillus brasiliensis 	MIBiG4.0	KRQRRZFXHYYNSO-MTSZKFMLSA-N	5	5	1731
BGC0003168.0	pekiskomycin	CO[C@@H]([C@@H](O)[C@@H](O)[C@@H]1CO)[C@H](O1)OC2=C(OC(C=C3)=CC=C3C[C@H](NC(C(C)N(C)C)=O)C(N[C@@H](CCC(O)=O)C(N[C@H]4C(N[C@@H]56)=O)=O)=O)C=C4C=C2OC7=CC=C([C@H]([C@@H](NC5=O)C(N[C@H](C8=CC(O)=CC(O)=C8C9=CC6=CC=C9O)C(O)=O)=O)OS(=O)(O)=O)C=C7Cl	Streptomyces sp. WAC1420	MIBiG4.0	BCYBYUVIAMTYKT-WPJKTNLNSA-N	6	6	6252
BGC0003169.0	D-Dab3-polymyxin B1	O=C(N[C@@H](CCNC1=O)C(N[C@@H](CCN)C(N[C@H](CC2=CC=CC=C2)C(N[C@@H]([C@H](O)C)C(N[C@@H](CCN)C(N[C@H](C(N[C@H]1[C@H](O)C)=O)CCN)=O)=O)=O)=O)=O)[C@@H](CCN)NC([C@@H](NC([C@@H](NC(CCCCC(C)CC)=O)CCN)=O)[C@H](O)C)=O	Paenibacillus polymyxa PKB1	MIBiG4.0	YKYJELXCEPRFPA-JHACVJOSSA-N	10	10	6225
BGC0003169.1	D-Dab3-polymyxin B2	O=C(N[C@@H](CCNC1=O)C(N[C@@H](CCN)C(N[C@H](CC2=CC=CC=C2)C(N[C@@H](CC(C)C)C(N[C@@H](CCN)C(N[C@H](C(N[C@H]1[C@H](O)C)=O)CCN)=O)=O)=O)=O)=O)[C@@H](CCN)NC([C@@H](NC([C@@H](NC(CCCCC(C)C)=O)CCN)=O)[C@H](O)C)=O	Paenibacillus polymyxa PKB1	MIBiG4.0	SGPYLFWAQBAXCZ-PMKCOUHDSA-N	10	10	4464
NOR00001	daptomycin	CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC4C(C)OC(=O)C(CC(=O)c3ccccc3(N))NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CCCN)NC(=O)CNC4(=O))C(C)CC(=O)O	Streptomyces roseosporus	Norine	DOAKLVKFURWEDJ-UHFFFAOYSA-N	13	13	3922
NOR00006	ACV	CC(C)C(NC(=O)C(CS)NC(=O)CCCC(N)C(=O)O)C(=O)O	Penicillium chrysogenum;Acremonium chrysogenum;Streptomyces clavuligerus;Lysobacter lactamgenus;Amycolatopsis lactamdurans;Aspergillus nidulans FGSC A4;Aspergillus oryzae RIB40;Arthroderma benhamiae CBS 112371;Trichophyton verrucosum HKI 0517;Streptomyces cattleya NRRL 8057 = DSM 46488	Norine	BYEIJZFKOAXBBV-UHFFFAOYSA-N	3	3	2925
NOR00007	alamethicin F50	CC(C)CC(NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(C)=O)C(C)C)C(=O)NC(C)(C)C(=O)N3CCCC3(C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CO)Cc2ccccc2)	Trichoderma viride	Norine	YPZSDWIWYLTCKG-UHFFFAOYSA-N	20	11	2111
NOR00010	alamethicin F30	C[C@H](C(=O)N[C@H](CCC(=O)N)C(=O)NC(C)(C)C(=O)N[C@H](C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)N[C@H](CC(C)C)C(=O)NC(C)(C)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@H](CC2=CC=CC=C2)CO)NC(=O)C(C)(C)NC(=O)[C@@H](C)NC(=O)C(C)(C)NC(=O)[C@H]3CCCN3C(=O)C(C)(C)NC(=O)C	Trichoderma viride	Norine	LGHSQOCGTJHDIL-LRFHGXEKSA-N	20	11	2099
NOR00018	bacitracin A1	CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	Bacillus licheniformis;Bacillus subtilis	Norine	CLKOFPXJLQSYAH-KWOGWQNJSA-N	12	12	5803
NOR00020	bacitracin B2	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	Bacillus licheniformis;Bacillus subtilis	Norine	KPXXOQKPVWZIEU-QTFUODODSA-N	12	12	6754
NOR00021	bacitracin B3	CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H](C(C)C)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4	Bacillus licheniformis;Bacillus subtilis	Norine	LZGCTYUFBXSABN-QTFUODODSA-N	12	12	5819
NOR00028	CDA4a	CCCC7OC7(C(=O)NC(CO)C(=O)NC5C(C)OC(=O)C(=Cc1c[nH]c2ccccc12)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]c4ccccc34)NC5(=O))c6ccc(O)cc6)C(O)C(N)=O)C(C)CC(=O)O)	Streptomyces roseosporus;Streptomyces coelicolor;OS-F68576	Norine	NQOKDPHJXPKXGQ-UHFFFAOYSA-N	11	11	2169
NOR00029	CDA4b	CCCC7OC7(C(=O)NC(CO)C(=O)NC5C(C)OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]c4ccccc34)NC5(=O))c6ccc(O)cc6)C(O)C(N)=O)C(C)CC(=O)O)	Streptomyces coelicolor;Streptomyces roseosporus;Alternaria brassicae	Norine	XBPJBGYZBLYHLT-UHFFFAOYSA-N	11	11	4076
NOR00033	cyclosporin A	CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	PMATZTZNYRCHOR-UHFFFAOYSA-N	11	11	2101
NOR00034	cyclosporin B	CC=CCC(C)C(O)C1C(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	UCOQITKXMNKTKF-UHFFFAOYSA-N	11	11	4844
NOR00035	cyclosporin C	CC=CCC(C)C(O)C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	JTOKYIBTLUQVQV-UHFFFAOYSA-N	11	11	864
NOR00036	cyclosporin D	CC=CCC(C)C(O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	ZNVBEWJRWHNZMK-UHFFFAOYSA-N	11	11	384
NOR00037	cyclosporin E	CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	SYXYUKMELXLDBD-UHFFFAOYSA-N	11	11	188
NOR00038	cyclosporin F	CCCC1NC(=O)C(CC(C)CC=CC)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	Tolypocladium inflatum	Norine	WGVDKFJAYMJKCZ-UHFFFAOYSA-N	11	10	3411
NOR00039	cyclosporin G	CC=CCC(C)C(O)C1C(=O)NC(CCC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1(C)	Tolypocladium inflatum	Norine	ZMKGDQSIRSGUDJ-UHFFFAOYSA-N	11	10	1427
NOR00041	cyclosporin I	C/C=C/C[C@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C)O	Tolypocladium inflatum	Norine	UYPPEWHLQQUDPM-GFDDNBSLSA-N	11	11	2540
NOR00043	cyclosporin L	CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	Tolypocladium inflatum	Norine	ZSNYYEIGOZADKA-WKHWYDSQSA-N	11	11	5145
NOR00064	destruxin A	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC=C)C)C)C(C)C)C	Trichothecium roseum;Metarhizium anisopliae;OS-F68576	Norine	XIYSEKITPHTMJT-UHFFFAOYSA-N	5	5	2715
NOR00065	destruxin B	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)C)C)C)C(C)C)C	Trichothecium roseum;Alternaria brassicae;Metarhizium anisopliae;OS-F68576	Norine	GNBHVMBELHWUIF-UHFFFAOYSA-N	6	6	2067
NOR00066	destruxin A1	CCC(C)[C@H]1C(=O)N([C@H](C(=O)N([C@H](C(=O)NCCC(=O)O[C@@H](C(=O)N2CCCC[C@H]2C(=O)N1)CC=C)C)C)C(C)C)C	Metarhizium anisopliae	Norine	VCMDZWFWWFIEOO-GXXBFKNTSA-N	5	5	4478
NOR00067	destruxin B1	CCC(C)C1NC(=O)C2CCCCN2(C(=O)C(OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1(=O))C(C)CC)	Metarhizium anisopliae	Norine	ZUCXDCRAVWYPSD-UHFFFAOYSA-N	6	6	2473
NOR00068	destruxin A2	C[C@H]1C(=O)NCCC(=O)O[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)C(C)C)CC=C	Metarhizium anisopliae	Norine	QRPSKGICZOQNNG-GDXKHXNESA-N	5	5	1806
NOR00071	destruxin A4	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N([C@H](C(=O)NCCC(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N1)CC=C)C)C)[C@@H](C)CC)C	Aschersonia	Norine	HLRYHDDTULAZQQ-MDLMHBAVSA-N	5	5	4384
NOR00073	desmethylDestruxin A	C[C@H]1C(=O)NCCC(=O)O[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)C(C)C)C(C)CC)CC=C	Metarhizium anisopliae	Norine	BNDTXDIWZPIRNI-VYWCNRFJSA-N	5	5	306
NOR00075	homoDestruxin B	CCC(C)C1NC(=O)C2CCCN2(C(=O)C(CC(C)C)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)CC)N(C)C1(=O))	Alternaria brassicae;OS-F68576	Norine	WWALEZSSEHJILM-UHFFFAOYSA-N	6	6	4673
NOR00078	hydroxyhomoDestruxin B	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)(C)O)C)C)C(C)CC)C	Sinapis alba	Norine	XRVWELKGJFSFHT-UHFFFAOYSA-N	5	5	1441
NOR00079	beta-D-Glucopyranosyl-hydroxyDestruxin B	CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)(C)OC2C(C(C(C(O2)CO)O)O)O)C)C)C(C)C)C	Alternaria brassicae	Norine	XPPQPHQJYKEZRT-UHFFFAOYSA-N	6	5	4404
