ID	Name	SMILES	Origin	InChiKey	Source
NPA019218	Sansalvamide A	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC(C)C)CC(C)C)CC(C)C	Fusarium sp.	RENOKKJLSNZWDC-XLIKFSOKSA-N	NPAtlas
NPA019222	Verlamelin B	CCCCCCCCC[C@H]1CCCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)C(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)C)CO	Lecanicillium sp. HF627	WLEVFTWABMMUQJ-JFIQTRDHSA-N	NPAtlas
NPA019223	Trichorovin-IVb	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CO)C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C	Trichoderma viride	RVUDVZBWGGCLMG-UHFFFAOYSA-N	NPAtlas
NPA019259	Aureobasidin-U1	CCC(C)C1C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N2CCCC2C(=O)N1)C(C3=CC=CC=C3)O)C)CC4=CC=CC=C4)C(C)C)C(C)C)C(C)C)C)CC(C)C)C(C)CC)C	Aureobasidium pullulans R106	IVGJUXOSSHPVPV-UHFFFAOYSA-N	NPAtlas
NPA019267	Arborcandin D	CCCCCCCCCC(CCC1C(=O)NCC(=O)NCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)O)C(C)O)CC(C(=O)N)O)C)CC(=O)N)CC(=O)N)CCCCCCCC(=O)CCCCCC)O	Unknown-fungus sp. 17397	CZQMSPFUTKQPKB-UHFFFAOYSA-N	NPAtlas
NPA019271	Micropeptin MM850	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=CC=C3)C)CC4=CC=CC=C4)OC)CC(C)C)NC(=O)[C@@H](CO)O)C	Microcystis sp.	JRYZCWOROGUEPY-ZDYYWPHCSA-N	NPAtlas
NPA019285	Thiazomycin E1	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]([C@H]([C@H]2C3=NC(=CS3)C(=O)N[C@H](C4=NC(=CS4)C5=NC(=C(C=C5C6=NC(=CS6)C(=O)N[C@H](C(=O)NC(=C(C)OC)C7=NC(=CS7)C(=O)N2)[C@@H](C)O)O)C8=NC(=CS8)C(=O)NC(=C)C(=O)N)CO)O)C(=O)O)(C)O)N(C)C	Amycolatopsis fastidiosa	MVHBCLZSBYPNKG-ZBCGVCIPSA-N	NPAtlas
NPA019307	Pneumocandin A4	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@@H]1CCCNC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)CCC4=CC=C(C=C4)O)[C@@H](CC(=O)N)O)C)O	Glarea lozoyensis	XYZCJMODJVDCJD-YIYGVBKCSA-N	NPAtlas
NPA019314	[Thr(2),Ile(5)]Cyclosporin	CCC(C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)NC(C(=O)N(CC(=O)N([C@H](C(=O)N1)CC(C)C)C)C)[C@@H](C)O)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C	Acremonium luzulae (Fuckel) W Gams F/88-3089/11	IZUOWPDPGMBNCB-XSAWRUQVSA-N	NPAtlas
NPA019391	Hypomurocin B-3b	CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(C)C	Hypocrea muroiana	AGXWFKNWQFBFLQ-UHFFFAOYSA-N	NPAtlas
NPA019409	Trichokindin-Ia	CCC(C)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(CC)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O	Trichoderma harzianum	YKOPSLLSXHTJSA-UHFFFAOYSA-N	NPAtlas
NPA019426	Trichovirin II 4a	CCC(C)(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)CNC(=O)C(C)(C)NC(C)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C)(CC)C(=O)NC(C(C)C)C(=O)NC(C)(C)C(=O)NCC(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)CC(C)C	Trichoderma viride NRRL 5243	XVGGLKMXHOMXGY-UHFFFAOYSA-N	NPAtlas
NPA019442	Cepacidine A1	CCCCCCCCCC(CC(CC(CC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NCCC(C(=O)NC(C(=O)N1)C(C(=O)N)O)N)CO)CC(=O)O)C(C2=CC=C(C=C2)O)O)CO)OC3[C@@H]([C@H]([C@@H](CO3)O)O)O)O)N	Pseudomonas cepacia AF 2001	AHNDNUVPXFPPIH-CWXOAVQGSA-N	NPAtlas
NPA019446	Lyngbyastatin 2	CC[C@@H]1CCC[C@H]([C@H](C(=O)O[C@@H]([C@H](CC=C(C(=CC(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N2CCC[C@H]2C(=O)N([C@H](C(=O)N3CCC[C@H]3C(=O)O1)C(C)C)C)COC)C)C(C)C)C)[C@@H](C)CC)C)OC)C)C)C)C)O	Lyngbya majuscula	VXNKUFHPWIHJDR-CFYHMXAFSA-N	NPAtlas
NPA019447	Scleramide	CN1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N([C@H](C(=O)NCC(=O)N[C@H](C1=O)CCC(=O)N)CC2=CC=CC=C2)C)CC3=CC=CC=C3)CC4=CC=CC=C4	Aspergillus sclerotiorum NRRL 5167	UTVCBQCZOQNCAY-ORYMTKCHSA-N	NPAtlas
NPA019477	Pseudodestruxin B	CC(C)C[C@H]1C(=O)NCCC(=O)O[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC3=CC=CC=C3)CC(C)C	Nigrosabulum globosum	CNPDLOWQKDIMOD-OLAIZJASSA-N	NPAtlas
NPA019509	Hypomurocin B-2	CC(C)CC(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)(C)NC(C)=O)C(C)C	Hypocrea muroiana	YFXHDJFMHIOCEM-UHFFFAOYSA-N	NPAtlas
NPA019524	Oscillapeptilide 97-A	CC[C@H](C)[C@H]1C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N(C2=O)[C@H](C(=O)N([C@H](C(=O)N1)CC3=CC=C(C=C3)OC)C)CC4=CC=CC=C4)O)CC(C)C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]5CCCN5C(=O)C)C	Oscillatoria agardhii	FQTOZJUPMXZERB-HYOFZHFKSA-N	NPAtlas
NPA019536	Zorbamycin B	CC1C(C(C(C(O1)O[C@@H](C2=CN=CN2)[C@@H](C(=O)NC(CCO)C(C(C)C(=O)N[C@@H](C(C)O)C(=O)NCCC3=NC(=CS3)C4=NC(=CS4)C(=O)NCCC(=N)N)O)NC(=O)C5=C(C(=NC(=N5)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)N)C)OC6C(C(C(C(O6)CO)O)OC(=O)N)O)O)O	Streptomyces bikiniensis var. zorbonensis	MBXBZPPTVVAPCU-KGVKYHRPSA-N	NPAtlas
NPA019544	27-deoxylyngbyabellin A	CC[C@H](C)[C@H]1C2=NC(=CS2)C(=O)O[C@H](C(C(=O)O[C@H](C3=NC(=CS3)C(=O)NCC(=O)N1)C(C)C)(C)C)CCCC(C)(Cl)Cl	Lyngbya bouillonii	MXKVWNSSDRMDBC-PWZKMPOXSA-N	NPAtlas
NPA019562	Malformin B2	CC(C)C[C@H]1C(=O)N[C@@H]2CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C(C)C)C(C)C)NC2=O	Aspergillus niger	COOVLPUBLIXDHW-UTSKFRMZSA-N	NPAtlas
NPA019569	Micropeptin 88-N	CCCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CC3=CC=C(C=C3)O)O)C(C)C)C)CC4=CC=CC=C4)[C@@H](C)CC)C)C(=O)O	Microcystis aeruginosa NIES-88	PUNPCZIPNYKTCV-KCWGXPJZSA-N	NPAtlas
NPA019576	Colisporifungin	CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCNC1=O)CC2=CNC3=CC=CC=C32)CO)CC4=CC=CC=C4)C	Colispora cavincola	IYDPPFXSKSVCFU-OKQHFOSFSA-N	NPAtlas
NPA019632	Cylindrocyclin A	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N1C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)CC(C)C)C	Cylindrocarpon sp.	HHRMCEGCINMIBN-QMAXXTOWSA-N	NPAtlas
NPA019638	Dictyonamide A	CCC(C)[C@@H](C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)CC(=O)NC1=CC=CC=C1C(=O)O)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@H](C)O)N(C)C(=O)[C@H]([C@H](C)O)NC(=O)[C@H](C)N	Unknown-fungus sp. (K063)	OFMFFQPVZOXNDZ-ZJXXRDISSA-N	NPAtlas
NPA019658	Cyclo[N-(Lys-Phe)-Orn-Val]	CC(C)[C@H]1C(=O)N([C@@H](C(=O)N1)CCCN)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)N	Burkholderia cepacia	NKNBNGMFQVMRAX-VFUGHAIPSA-N	NPAtlas
NPA019663	Schizopeptin 791	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)NCCCC[C@H](C(=O)N1)NC(=O)N[C@@H]([C@@H](C)CC)C(=O)O)CC2=CC=CC=C2)C)C)CCC3=CC=CC=C3	Schizothrix sp.	UHGIIADZWWCEKS-NDSQDYTJSA-N	NPAtlas
NPA019724	Atroviridin-Catr	CCC(C)(C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(C(C)C)NC(=O)C(C)(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)(C)NC(=O)C3CCCN3C(=O)C(C)(C)NC(=O)C	Trichoderma atroviride	ZTNPFPGCXCKWDW-UHFFFAOYSA-N	NPAtlas
NPA019726	Mer-N5075-A	CC(C)C(C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(CCCN=C(N)N)NC(=O)NC(CC2=CC=CC=C2)C(=O)O	Streptomyces chromofuscus	FWFRRBPYKRBFLL-UHFFFAOYSA-N	NPAtlas
NPA019734	CB-182333	CCC(C)CCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](C(O)C(N)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)C(CCC(O)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)NC(=O)CN(C)C1=O)C(C)CC	Streptomyces fradiae	BBLKNYOAWQBWSP-QFDKOERDSA-N	NPAtlas
NPA019795	Argimicin B	CC(C)C(C(=O)NC(C(C)C)C(=O)NC(CC(CNC(=NC)N)O)C(=O)N(C)C(CCC(=O)O)C(=O)O)NC(=O)C(CCCN=C(N)N)[N+](C)(C)C	Sphingomonas sp. M-17	UPIPXZMMCHXSJO-UHFFFAOYSA-O	NPAtlas
NPA019799	Trichorzin HA-1	CC(C)CC(CO)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C1CCCN1C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(C)NC(=O)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)CNC(=O)C(C)(C)N)C(C)C	Trichoderma harzianum	OLKCXKIGOWTOKC-UHFFFAOYSA-N	NPAtlas
NPA019800	Micropeptin HU1041	CC[C@H](C)[C@H]1C(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]2CC[C@H](N1C2=O)O)CCCN=C(N)N)NC(=O)[C@@H](COS(=O)(=O)O)OS(=O)(=O)O)C)C(C)C)CC3=CC(=C(C=C3)O)Cl)C	Microcystis aeruginosa	CDNBDTGIQPIOQU-JJSZTCTISA-N	NPAtlas
NPA019806	QN-Triostin A	CC1C(=O)N(C2CSSCC(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=CC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=CC6=CC=CC=C6N=C5)C)C)C	Streptomyces sp.	LZFWSUQFHUIRQQ-UHFFFAOYSA-N	NPAtlas
NPA019823	Ulongamide C	CCC[C@@H]1[C@H](C(=O)O[C@H](C(=O)N(C(C(=O)N([C@H](C(=O)N[C@H](C2=NC(=CS2)C(=O)N1)C)CC3=CC=CC=C3)C)CC4=CC=C(C=C4)O)C)C)C	Lyngbya sp.	PETFICLABWDIHU-OVYCRQNXSA-N	NPAtlas
NPA019838	Hypomurocin A-3	CCC(C)C(C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CC(C)C)CO)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C	Hypocrea muroiana	VXUCZCMMELBLNF-UHFFFAOYSA-N	NPAtlas
NPA019839	Veraguamide K	CCC(C)C(C(=O)N1CCCC1C(=O)N(C)C(C(C)C)C(=O)OCC)OC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(C)C(CCCC#CBr)O	Oscillatoria margaritifera	LUHSXKWLOOLDHE-UHFFFAOYSA-N	NPAtlas
NPA019843	Madurastatin A3	C[C@@H](C(=O)NCCC(=O)N(CCCC(C(=O)N[C@H]1CCCN(C1=O)O)NC)O)NC(=O)[C@@H](COC(=O)C2=CC=CC=C2O)N	Actinomadura madurae	KNPIAGSRCKISTI-UVIIYCAGSA-N	NPAtlas
NPA019883	Ampullosporin E4	CC(C)CC(CO)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C	Sepedonium ampullosporum HKI-0053	XNBSNAFNCNWXNJ-UHFFFAOYSA-N	NPAtlas
NPA019903	Xentrivalpeptide Q	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C(C)C)C(C)C)CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)NC(=O)CC4=CC=CC=C4	Xenorhabdus sp. 85816	YWUBVNCUPVUHIM-XUVVMBSTSA-N	NPAtlas
NPA019926	Turgichelin	CN[C@@H](CCCN(C=O)O)C(=O)N[C@@H](CO)C(=O)N(CCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H]1CCCN(C1=O)O)NC)O	Streptomyces antibioticus NBRC 13838	YULDEEYZYIPNOT-OYSTVDSJSA-N	NPAtlas
NPA019948	Pyoverdin Pf 3/4/3	C1CCNC(=O)C(NC(=O)C(NC(=O)C(C1)NC(=O)C(CCCN(C=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C2CCNC3=C(C=C4C=C(C(=CC4=[N+]23)O)O)N5C(=O)CCC5=O)CCCN(C=O)O)CO	Pseudomonas fluorescens	YSHOYXWMVXTWRN-UHFFFAOYSA-O	NPAtlas
NPA019967	Aeruginosamide	CCC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C2=NC(=CS2)C(=O)OC)N(CC=C(C)C)CC=C(C)C	Microcystis aeruginosa	QGQGLBPVZHTZGT-FYEYIQNQSA-N	NPAtlas
NPA019981	Cycloaspeptide C	C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)NC2=CC=CC=C2C(=O)N1)CC3=CC=C(C=C3)O)C)CC(C)C)CC4=CC=CC=C4	Aspergillus sp. (strain NE-45)	WBLLMCDBMQQWEY-BJPINVTDSA-N	NPAtlas
NPA020039	Phleomycin	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@@]([C@H]([C@@H]([C@@H](O3)CO)O)O)(C)O[C@H]4[C@@H]([C@]([C@H](C(O4)CO)O)(C(=O)N)O)O)C(=O)NC(C)C(C(C)C(=O)NC(C(=O)C)C(=O)NCCC5=NC(CS5)C6=NC(=CS6)C(=O)N)O	Streptomyces verticillus	QRBLKGHRWFGINE-UGWAGOLRSA-N	NPAtlas
NPA020068	Padanamide B	C[C@@H]([C@@H]([C@H](CC1=CC=CC=C1)NC(=O)[C@@H]2CCCNN2C(=O)[C@@H]([C@@H](C(C)C)O)NC(=O)COC)O)C(=O)N[C@H]3CCC(=O)NC3=O	Streptomyces sp.	HVEJTNNFGWKHNS-GYNFZRGZSA-N	NPAtlas
NPA020099	Mirubactin	C1=CC(=C(C(=C1)O)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CCCN(C=O)OC(=O)C2=C(C(=CC=C2)O)O)C(=O)O	Actinosynnema mirum	JANBVBCLMZUUHR-IAGOWNOFSA-N	NPAtlas
NPA020152	Arbumelin	CC(C)C[C@H]1C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)CC3=CC=C(C=C3)OC)C(C)C)CO)C(C)C	Calcarisporium arbuscula	NEYOGVGZRXFARK-PUSNUYKRSA-N	NPAtlas
NPA020153	Arbumycin	CC[C@H](C)[C@H]1C(=O)O[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O[C@H](C(=O)N1)[C@H](C)CC)[C@@H](C)O)C)[C@H](C)CC	Calcarisporium arbuscula	BCJJBDYIQICBFI-UOYOXBEASA-N	NPAtlas
NPA020162	Cyclomarin B	C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)CC(C)C)C)[C@@H](C2=CN(C3=CC=CC=C32)C(C)(C)[C@@H]4CO4)O)[C@H](C)C=C(C)C)CC(C)C)C)C(C)C)[C@@H](C5=CC=CC=C5)OC	Streptomyces sp. CNB-382	HSTKEHHVGUSTOW-PMBWZYFTSA-N	NPAtlas
NPA020187	Gageopeptin A	CCC(C)CC(C)CCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C)CC(C)C)C(C)C)CCC(=O)O	Bacillus sp. 109GGC020	LFRPJDOOHUTCTH-BCSIHVRTSA-N	NPAtlas
NPA020188	Gageopeptin B	CCC(C)CCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C)CC(C)C)C(C)C)CCC(=O)O	Bacillus sp. 109GGC020	ZJBYJHYERISUES-HNAGHXPISA-N	NPAtlas
NPA020193	Hikiamide A	CC(C)C[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CC=CC=C2)CC3=CC=CC=C3)CC(C)C)C(C)C	Fusarium sp. TAMA 456	GYBIEUKVACOKPM-XZTOTZIXSA-N	NPAtlas
NPA020194	Hikiamide B	CC(C)C[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N1)C(C)C)C)CC(C)C)CC2=CC=CC=C2)CC3=CC=CC=C3	Fusarium sp. TAMA 456	HKBRDPGBCQZFAU-JQWMYKLHSA-N	NPAtlas
NPA020195	Hikiamide C	CC(C)C[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N1)C(C)C)C)CC(C)C)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4	Fusarium sp. TAMA 456	LFSLYDFQJRLEHP-YKNMHBIISA-N	NPAtlas
NPA020200	GameXPeptide E	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)N)CC(C)C)C(C)C)CC(C)C	Photorhabdus luminescens TTO1	SNBNAWRCLWCVKO-LXSUACKSSA-N	NPAtlas
NPA020201	GameXPeptide F	CC(C)C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)N)CC(C)C)CC(C)C)CC(C)C	Photorhabdus luminescens TTO1	PRGBOIKHMRAKEO-RKJAVHAZSA-N	NPAtlas
NPA020209	Macyranone A	C[C@@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)[C@H]1CO1)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)O	Cystobacter fuscus MCy9118	CTSHOLUODOXUMF-IDMHJFSFSA-N	NPAtlas
NPA020210	Macyranone B	C[C@@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)NC1(C(=O)CCO1)CC(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)O	Cystobacter fuscus MCy9118	MSPVQUNLNAOKSA-UGPVNDJUSA-N	NPAtlas
NPA020213	Macyranone E	CCC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O	Cystobacter fuscus MCy9118	HHPYBXDTISREJE-PVJKQRFOSA-N	NPAtlas
NPA020214	Macyranone F	CCC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)C(C)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O	Cystobacter fuscus MCy9118	KRIOFTHWUQTAOK-NELHGDMNSA-N	NPAtlas
NPA020217	Microbacterin A	CC[C@@](C)(NC(=O)[C@H](CC(C)C)NC(=O)CCNC(=O)[C@H](O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@](C)(CC)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)C(C)(C)NC(C)=O)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NCCO	Microbacterium sediminis sp. nov. YLB-01(T)	ZIWFEHAHHMAUGF-NOXNPAQRSA-N	NPAtlas
NPA020218	Microbacterin B	CC[C@@](C)(NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)C(C)(C)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)NC(C)(C)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NCCC(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NCCO	Microbacterium sediminis sp. nov. YLB-01(T)	HWHOMWZHIGCMHZ-YUGPPKNGSA-N	NPAtlas
